Job Title,Job Description,Job Link
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://losangeles.craigslist.org/sgv/crg/d/whittier-high-cholesterol-studies/7719235049.html
Semi retired photographer looking for female model,"QR Code Link to This Post


Compensation: $50 to $100 per hour 2 hour shooting
Semi retired photographer looking for female model for artistic work. I will provide makeup artist, you will come prepared with hair and desire to create. Those with artistic interest preferred but not required. I will send you link to my work. Professional studio in Middletown. Must be available weekdays 10am",https://newhaven.craigslist.org/crg/d/meriden-semi-retired-photographer/7719196799.html
Videographer,"QR Code Link to This Post


I need a videographer to film a 1 hour speech at a local school tomorrow. 2/20/24.

Needed from 9:30am - 11am.

4K/HD preferred. I have a Canon 5D Mark 3 if needed.",https://cnj.craigslist.org/crg/d/pennington-videographer/7719426352.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://boston.craigslist.org/nwb/crg/d/merrimac-high-cholesterol-studies/7719382015.html
CHURCH HELP NEEDED TO SPREAD THE WORD OF GOD,"QR Code Link to This Post


I AM NEED OF A FEW PEOPLE TO HELP ME SPREAD THE WORD OF GOD. PEOPLE WHOMS KNOWLEDGE GO BEYOND THE BIBLE SUCH AS MESOPOTAMIAN, THE CRADLE FOR CIVILZATION. WHERE LIFE BEGUN. JESUS DID NOT SPEAK HEBREW, HE SPOKE ARAMAIC.",https://allentown.craigslist.org/crg/d/bethlehem-church-help-needed-to-spread/7719338781.html
Juror Research Project,"QR Code Link to This Post


We are conducting focus groups and looking for participant to give opinions on court cases in Dover, Delaware. The groups will be held via zoom. You will receive $120.00 for participating. You must be 21 years old and older to apply. Please apply on our website at http://leesfocusgroups.com. If selected, you will receive an email and that email needs to be confirmed in order to participate. Thank you.",https://delaware.craigslist.org/crg/d/dover-juror-research-project/7719338782.html
Experienced Size 6 Model Needed,"QR Code Link to This Post


Please read carefully and ONLY REPLY if all apply to you- to save us both time!

Female model needed for sustainable women’s apparel brand. MUST BE:

-experienced and trained model who works confidently in front of the camera 
ONLY REPLY IF:
-size 6 dress (US)
-height 5’6 - 5’8

This shoot is half day and paid and will be in Brooklyn. One hour fitting required prior to shoot. 

Please send links to your modeling portfolio and socials. ONLY EMAILS THAT LIST ACTUAL SIZE AND HEIGHT IN SUBJECT LINE WILL BE REPLIED TO. 

Thank you!",https://newyork.craigslist.org/mnh/crg/d/brooklyn-experienced-size-model-needed/7719333296.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://boston.craigslist.org/sob/crg/d/agawam-high-cholesterol-studies/7719321465.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://hudsonvalley.craigslist.org/crg/d/hudson-high-cholesterol-studies/7719316214.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://syracuse.craigslist.org/crg/d/syracuse-high-cholesterol-studies/7719309855.html
Photographer Needed for Event at MIT,"QR Code Link to This Post


Hello, I am looking to hire a professional photographer to shadow me at an MIT event to take photos.

The event is 4 hours. Please send a link to your portfolio along with the rate for the 4 hours. 

Thanks in advance for your time and consideration!",https://boston.craigslist.org/gbs/crg/d/cambridge-photographer-needed-for-event/7719308323.html
**👟🔨 Join Our Sneaker Startup Team! Shoemaker Wanted! 🌟👟**,"QR Code Link to This Post


Are you passionate about crafting exceptional sneakers from scratch? Do you dream of leaving your mark on the world, one sole at a time? Look no further! Our cutting-edge sneaker startup is on the hunt for a **masterful shoemaker** to weave their magic into our footwear creations. 🌟

Position: Shoemaker
Location: Brooklyn, New York (or remote)
Compensation: Company Equity

About Us:
We're not your run-of-the-mill sneaker company – we're a team of visionaries who believe that every stitch matters. Our mission? To redefine sneaker craftsmanship and create kicks that tell stories with every step.

What You'll Do:
As our Shoemaker, you'll be the heart and sole (pun intended) of our production process. Here's what you'll be cobbling together:

1. Craftsmanship Excellence: Transform raw materials into wearable art. Your hands will shape leather, fabric, and rubber into sneakers that turn heads.

2. Design Collaboration: Work closely with our design team to bring sketches to life. Your expertise will elevate our sneaker concepts from paper to reality.

3. Quality Assurance: Inspect every seam, stitch, and sole. You'll ensure that each pair meets our exacting standards – no shortcuts allowed.

4. Innovation: Experiment with new materials, techniques, and sustainable practices. We're all about pushing boundaries.

5. Team Spirit: Collaborate with fellow sneaker enthusiasts – from designers to marketers. Together, we'll lace up success.

Qualifications:
- Shoemaking Wizardry: You've got the skills to create sneakers that feel like clouds and look like art.
- Attention to Detail: You spot a loose thread from a mile away. Perfectionism is your middle name.
- Materials Maestro: Leather, suede, mesh – you know them all. Sustainable options? Even better.
- Team Player: You thrive in a collaborative environment and can high-five virtually.

Perks:
- Equity Stake: Your craftsmanship will be etched into our company's future. Yep, you'll be a sneaker equity holder!
- Creative Freedom: We encourage experimentation. Want to add neon laces? Go for it.
- Flexible Hours: Early bird or night owl? We respect your creative clock.


How to Apply:
Send your portfolio, a brief cover letter, and a photo of your favorite pair of sneakers. Bonus points if you include a shoemaking-related meme – we appreciate a good laugh!

Step into our world of craftsmanship. Let's make sneaker history together! 🙌

*Note: Equity compensation details will be discussed during the interview process.*",https://newyork.craigslist.org/brk/crg/d/brooklyn-join-our-sneaker-startup-team/7719307613.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://philadelphia.craigslist.org/crg/d/philadelphia-high-cholesterol-studies/7719290940.html
Social Media Creative,"QR Code Link to This Post


Position: Social Media Creative 
Hours: 8 - 10 hours per week
Expenses: All expenses associated with software, additional equipment, and travel. 
Location: Fully remote, with occasional travel with New York City

ABOUT THE ROLE:
We are seeking a dynamic and talented Social Media Creative to assist a fast rising jazz musician with over 100k followers on Instagram. You will be creating engaging and captivating content across various social media platforms to promote the artist's work and grow his TikTok, Youtube and Instagram channels, supported by our team.  You will work closely with the artist and their management to craft content that resonates with their audience, aligns with their brand and is in line with campaign focuses.

KEY RESPONSIBILITIES:
- Shoot, edit, and post content regularly on the artist's social media accounts, including Facebook, Instagram, Twitter, TikTok, YouTube, and other relevant platforms.
- Posting and managing content on Facebook, Instagram, X (Twitter), TikTok, YouTube, and similar platforms. We will assist with helping you learn best practice for all platforms.
- Stay up-to-date with social media trends to ensure the content remains current and relevant.
- Collaborate with the artist and their management to brainstorm creative and meaningful ideas in line with campaign objectives.
- Foster audience interaction, increase the artist's presence on social platforms, and encourage audience participation through your content.

ESSENTIAL SKILLS:
- Strong filming and editing skills (both on phone and digital camera).
- Strong communication skills, both verbal and written.
- Quick learner, adaptable, and willing to take on new challenges.
- Digitally and tech-savvy, adapting quickly to new tools and platforms.
- Demonstrate flexibility, a strong work ethic, and enthusiasm while maintaining a positive attitude.

This role offers a fantastic opportunity to gain hands-on experience and contribute to the growth of an artist's career in the digital space, with access to a team of industry professionals. This role is ideally suited to those who are looking to find their feet in the music industry.",https://newyork.craigslist.org/brk/crg/d/new-hyde-park-social-media-creative/7719089921.html
Female Photographer looking for Male Subject,"QR Code Link to This Post


Developing a series of photographs focusing on representations of gender in different eras of art m. Photos are intimate nudes and involve 2 people (male/female)embracing so prefer someone with a certain level of maturity.

The physical ideal is lean and muscular. Not overly thin. Dark hair. Minimal tattoos. Very developed legs and glutes. Looking for models of different backgrounds/ethnicities

Visiting NJ soon and prefer working with someone experienced with a level of maturity who’s comfortable in their skin and views nudity from an artistic lens. A depiction of the beauty of the human figure.

Serious inquiries only.

Respond with your availability, background/experience, some general stats(age/height) and recent photos depicting your current physique. Please NO nudes in the first email unless they are from a previous shoot and should be prefaced as such in the body of your email.

This is a paid gig. Can discuss compensation further. Would need you for 1 day for the duration of 2-2.5 hours. 

Put ‘Male Model’ and your first name in subject

If the ad is still up I am still looking so don’t ask that in the first email. Also emails that only say ‘hey I’m interested’  with no context or background will be ignored because I will assume you’re not serious",https://newjersey.craigslist.org/crg/d/south-orange-female-photographer/7719208526.html
Design Gig - Help Needed - Set of Illustrations - Remote and In-Person,"QR Code Link to This Post


Hello! I am starting a new company and brand. While we will have multiple products across our category, we will have a unique 'collection' of hats that feature embroidered patches. (Best parallel is Goorin Bros. and their Animal Farm collection.)

To date, I have created a mood board on Figma and scoped out the sixteen designs/patches that are needed. (Of note, I hired a remote illustrator via UpWork and we managed to make four of the designs, but they are not quite right and need fixing. This is where you hopefully come in! I need help with the 'repair' of the four initial designs and the creation of twelve new ones.)

For context on the end product, each cap/hat will have a beautiful patch on the front, approximately 3.375 inches wide by 2.125 inches high. The key challenge is finding the proper 'visual vibe' and making sure there is unity across the illustrations/patches in the collection.

IMPORTANT:
Most of the work can be done remotely on your time and at your convenience...
But, I believe we will need to meet in person at least a couple times at minimum (e.g., a kickoff and a final edit). I am based in Williamsburg, Brooklyn. If in NYC, I can come to you. I am also happy to have you meet me in my condo's business center.

For this gig, please include in your reply...
- Hourly Rate
- Availability
- Portfolio Link",https://newyork.craigslist.org/brk/crg/d/brooklyn-design-gig-help-needed-set-of/7719257523.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://boston.craigslist.org/bmw/crg/d/dedham-high-cholesterol-studies/7719227173.html
Rappers & Singers WANTED,"QR Code Link to This Post


Award-winning music producer looking for serious and passionate rappers and singers to work with.

Message to apply!",https://newyork.craigslist.org/mnh/crg/d/new-york-rappers-singers-wanted/7719216742.html
Vocalist looking for guitarist or keyboardist,"QR Code Link to This Post


Hey, I'm an amateur singer putting together concerts for friends and family out of my voice teacher's space in Flatiron. I put together set lists from a wide range of styles, but if I had to narrow it down I'd say a combo of Joni Mitchell and Prince. Please reach out if you have experience as an accompanist, we can talk about your pricing and I can share videos of past work.",https://newyork.craigslist.org/mnh/crg/d/new-york-vocalist-looking-for-guitarist/7719201441.html
gig model videographer,"QR Code Link to This Post


Looking for a gig model videographer to create basic video shots showcasing our sock collections. You'll be wearing the socks and filming in your own space.

-Please send us an image of your feet wearing socks

Interested? Share your portfolio and availability for gigs.

Excited to collaborate!",https://newyork.craigslist.org/que/crg/d/yonkers-gig-model-videographer/7719187606.html
Cleaning,"QR Code Link to This Post


Cleaning various locations",https://neworleans.craigslist.org/crg/d/harvey-cleaning/7719385312.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://gulfport.craigslist.org/crg/d/gulfport-high-cholesterol-studies/7719366417.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://lafayette.craigslist.org/crg/d/lafayette-high-cholesterol-studies/7719246936.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://pensacola.craigslist.org/crg/d/pensacola-high-cholesterol-studies/7719219562.html
Seeking digital artists / designers to join new marketplace,"QR Code Link to This Post


Sell Your Artwork as Digital Downloads and Stickers

With biweekly payouts, no hidden fees, competitive commission tiers, and exclusive benefits, Decal Venue is the perfect place to turn your passion into profit.

Help us grow our marketplace by joining:

https://www.decalvenue.com/pages/become-a-seller

🎨 Sell Your Artwork as Digital Downloads and Stickers: Showcase your talent and earn commissions by selling digital downloads and sticker packs of your designs.

💰 Competitive Commission Tiers: Earn a commission based on the price of your products. The higher the price, the higher your commission rate! Our commission tiers range from 35% to an impressive 60%.

💸 No Hidden Fees: We believe in transparency and fairness. That's why we don't charge any transaction fees, listing fees, advertising fees, subscription fees, or payment processing fees. Your profits are truly yours to keep.

💵 Bi-weekly Payouts: Get paid every two weeks, with a low $5 minimum payout threshold. It's a great way to generate passive income and see the fruits of your creativity.

🌟 Legacy Status Benefits: Achieve $500 in total commissions and unlock our exclusive Legacy Status. As a Legacy Status member, you'll enjoy even higher commission rates on digital downloads and stickers.

🖼️ Express Your Artistic Talent: Decal Venue is the perfect platform to express your artistic talent and share your creativity with the world. Whether you're an illustrator, graphic designer, photographer, or any other type of artist, you'll find a welcoming community here.

🎉 Hassle-Free Print-on-Demand Service: For sticker products, we offer a convenient print-on-demand service. Simply upload your designs, and we'll handle the printing and shipping process. No more worries about managing physical inventory!

💡 Your Worth, Your Choice: Set your own prices for your digital downloads (with a minimum price requirement of $1.99) and let your artistic vision shine. Your designs have value, and we want you to determine their worth.

Ready to join Decal Venue and start earning from your creativity? Sign up now and embark on an exciting journey as an artist entrepreneur! Visit our website for more information and answers to frequently asked questions.

https://www.decalvenue.com/pages/become-a-seller",https://pittsburgh.craigslist.org/crg/d/carnegie-seeking-digital-artists/7719457263.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://greenville.craigslist.org/crg/d/greenville-high-cholesterol-studies/7719398990.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://norfolk.craigslist.org/crg/d/newport-news-high-cholesterol-studies/7719395190.html
Residential Housekeeper for a Luxury Company in Hypergrowth,"QR Code Link to This Post


Cleaning Captain for High Growth Company

Amenity Housekeeping provides residential cleaning for luxury apartments and we are in high growth. We are looking for professional and experienced cleaning 

How it works: Teams of 2 clean up to 6-8 units in a couple of buildings. By doing so we reduce travel and maximize your income. 


Regular work is available Monday thru Friday. 

Best Applicants have: Reliable transportation, 3+ Years of Experience. Is a leader. 

Work Location: Multiple locations

Testimonial: Working with Amenity ""these last years is proven to be a rewarding experience. As Amenity grows through clients and exceptional services, so do my teams!""",https://washingtondc.craigslist.org/nva/crg/d/reston-residential-housekeeper-for/7719358885.html
Artist looking for model,"QR Code Link to This Post


Artist looking for female model for ceramic/sculpture projects.",https://greenville.craigslist.org/crg/d/williamston-artist-looking-for-model/7719281368.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://washingtondc.craigslist.org/mld/crg/d/washington-high-cholesterol-studies/7719280850.html
Attorney/Paralegal  help wanted,"QR Code Link to This Post


We are seeking an attorney or paralegal for adhoc work that will include correspondance with municiple, court and other official notices, drafting small claims/collection/eviction suites, corresponding with district court suite related notices and motions. Must be experienced in legal jargon, driven to achieve results and know how to submit suites, motions and appeals. Part time and on as need basis. Local in Washington County or remote is fine too. Bar admission/registration not required.",https://westmd.craigslist.org/crg/d/hagerstown-attorney-paralegal-help/7719205181.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://kansascity.craigslist.org/crg/d/grandview-high-cholesterol-studies/7719255224.html
Amateur Male Model Wanted for Photography,"QR Code Link to This Post


Fit man wanted to model swimsuits. Must be petit, thin, trim, or toned. Must have a waist of 30"" or less. $50 per 1-hour session. Hopefully, multiple sessions. Prefer beginners or amateurs. To apply, send a couple full current body photos to the email address shown. Include your age and zip code.",https://orangecounty.craigslist.org/crg/d/long-beach-amateur-male-model-wanted/7719252644.html
Looking For Production Team To Shoot Music Videos,"QR Code Link to This Post


Hello! 

I hope all is well. I'm looking to shoot 5 music videos with a budget of $6,000. 

Some of the music video ideas we have are fairly simple. Others I have rough templates, but not sure if doable within budget. 

Looking for someone to help produce or if you have a team you regularly work with. 

This is an indie band and an indie budget, so if you're looking to build a portfolio, great! 

Please send links to stuff to check out",https://losangeles.craigslist.org/lac/crg/d/los-angeles-looking-for-production-team/7719464864.html
Want to be a music producer; looking for a co-manager,"QR Code Link to This Post


Female preferred. 
Also, looking for someone who can sing or dance, or voice-coach..
Thanks. 
This is a co-management, co-ownership opportunity. 
Email for more details. 
I'm mainly looking for someone who's willing to learn the business alongside me.
Thanks.",https://losangeles.craigslist.org/wst/crg/d/beverly-hills-want-to-be-music-producer/7719455959.html
PHOTOS OF TRUCKS / CARS / PROPERTY,"QR Code Link to This Post


Company seeking person to take photographs of vehicles for an auto/truck/property company. We are looking for someone with an automotive background in the body or mechanical field if possible. Also other skills will be considered. Let us know what you have done for work in the past. Please let us know where you live - VERY IMPORTANT - ""City and State"". We have many projects. This pays $40.00 per gig. It will take you approximately 1 to 2 hours to accomplish this project if you live in the area. If you're interested in this or on going projects, please respond to the email link in this ad. Thank you and we look forward to working with you. Text 832-33four- 825one or email the link in the reply. Ask for Ted.",https://fresno.craigslist.org/crg/d/clovis-photos-of-trucks-cars-property/7719454217.html
Photographer & Videographer Needed for This Week,"QR Code Link to This Post


I am looking for a Photographer and Videographer with their own equipment: 
Lighting, backdrops, wireless mics, cameras, backup batteries.  

I have a lot of SD cards ready as well. I do not need anything touched up, all raw photo is perfect. 

I am looking for someone who is willing to do Net 14 Terms, we would sign a contract of course. 

Please provide a link to your portfolio and you must be free this Thursday from 12pm to 7:30pm

TONS of networking opportunities since this is a networking event with 140+ attendees. 

Let me know what other questions you may have. This is an indoor and outdoor event. You will be fed throughout the day as well. 

If anyone has a Podcast Setup that we can use during the event, please let me know, we need an extra one handy for that day. Like a Rode Rodecaster Pro 2 mics minimum",https://lasvegas.craigslist.org/crg/d/las-vegas-photographer-videographer/7719452397.html
Need Person W/ Internet & Social Media Skills,"QR Code Link to This Post


Hello,

My name is Lawrence, and I'm ""Old School"" with proficiency in marketing, advertising, writing, selling, concept & ideas development and more. What I'm not proficient in is---well all this new ""Technology Stuff"" that seems to be constantly changing, and I don't want to complete all the rigmarole required to do anything.

Currently I've built out a consulting concept that I want to get off the ground. I need someone who can take the ""bull by horn"" and do stuff I don't want to do or I'm just not good at or maybe just walk me through some of this stuff (mentor)

Anyway, if you're interested, text me and I'll call you back, and we can talk about compensation and see if we can come to an agreement.

As I indicated I'm an Ideas guy and I've got a lot of other projects I'm working on as well and will need help with.

Thanks for taking the time to read this post I really appreciate it.

PS Please don't contact me if it's not pertaining to my post title and description---I've been in this game for a long time!",https://fresno.craigslist.org/crg/d/fresno-need-person-internet-social/7719429719.html
Video Editor Wanted for Small Job (and maybe more),"QR Code Link to This Post


I need someone with video editing skill for a small job that requires familiarity with AI voice generation from an existing soundtrack/captioning/etc. This job needs to be done ASAP. 

Please let me know you rate and experience. 

Should this be successful, it will likely lead to more work.",https://losangeles.craigslist.org/lgb/crg/d/long-beach-video-editor-wanted-for/7719411686.html
Need  A Person W/ Internet & Social Media Skills,"QR Code Link to This Post


Hello,

My name is Lawrence, and I'm ""Old School"" with  proficiency in marketing, advertising, writing, selling, concept & ideas development and more. What I'm not proficient in is---well all this new ""Technology Stuff"" that seems to be constantly changing, and I don't want to complete all the rigmarole required to do anything. 

Currently I've built out  a consulting concept that I want to get off the ground. I need someone who can take the ""bull by horn"" and do stuff I don't want to do or I'm just not good at or maybe just  walk me through some of this stuff (mentor)

Anyway, if you're interested, text me and  I'll call you back, and we can talk about compensation and see if we can come to an agreement.

As I indicated I'm an Ideas guy and I've got a lot of other projects I'm working on as well and will need help with.

Thanks for taking the time to read this post I really appreciate it.

PS Please don't contact me if it's not pertaining to  my post title and description---I've been in this game for a long time!

PSS I""m in Fresno but we can do Zoom or another video meeting call.",https://sacramento.craigslist.org/crg/d/fresno-need-person-internet-social/7719407086.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://losangeles.craigslist.org/sfv/crg/d/san-fernando-high-cholesterol-studies/7719406265.html
Indie Thriller/Horror Film - Composer - Colorist and VFX Artist,"QR Code Link to This Post


Join Our Post-Production Team for Indie Thriller/Horror Film!

We've just wrapped up the production of our Ultra Low Budget Indie Psychological Thriller/Horror feature film, and we're on the lookout for talented individuals to join our post-production team. The length of the feature film is approximately 90 minutes.

Positions Available:

Composer:

We're seeking a skilled composer to create a haunting and immersive soundtrack for our film. If you've got a knack for building tension and enhancing the horror experience through music, we want to hear from you!

Colorist:

An experienced colorist is crucial to bringing our vision to life. If you have a keen eye for detail and the ability to evoke the right emotions through color grading, we'd love to see your work.


VFX Artist:

We're in need of a talented VFX artist who can add that extra layer of suspense and horror to our film. If you have a flair for creating visual effects that leave a lasting impact, we want you on our team.
Requirements:

Please provide links to your previous work, including IMDb profiles if available.
State your minimum rates for Indie projects.

This is a fantastic opportunity to be a part of a unique project and showcase your skills in the indie film scene. If you're passionate about creating spine-chilling experiences and want to contribute to an exciting project, we'd love to hear from you!


Please reply to this ad with links to your work and IMDb profiles, along with your minimum rates for indie projects.

Cheers,",https://losangeles.craigslist.org/lac/crg/d/los-angeles-indie-thriller-horror-film/7719390882.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://losangeles.craigslist.org/lac/crg/d/los-angeles-high-cholesterol-studies/7719346066.html
Real estate photography/video for Marina Del Rey residence,"QR Code Link to This Post


Hello, I'm in search of a professional real estate photographer and videographer to capture 30 professionally enhanced photos of my property, along with a 60-90 second video showcasing its features. The property is located in Marina Del Rey, CA 90292, and boasts a 3-bedroom, 2.5-bathroom layout spread over 2,000 sq.ft. It offers unique indoor/outdoor amenities, including a secluded entrance, a front patio with a fireplace, a back patio featuring a plunge pool with a water feature, a two-story interior, and a rooftop deck with a projector screen for evening entertainment. I'd like the video to highlight both daytime and nighttime aspects, possibly incorporating drone footage. Please provide a fixed quote for your services along with samples of your work for consideration. Thank you!",https://losangeles.craigslist.org/wst/crg/d/marina-del-rey-real-estate-photography/7719343099.html
Free Photoshoot for Models,"QR Code Link to This Post


We have a stylist, photographer and videographer and we just need models that want do a simple free shoot.  The shoot should not take more than an hour but depending on shooting location there may not be access to dressing rooms so you need to arrive dressed with hair and make up ready.  Please send your headshots or a link to your portfolio or IG.",https://losangeles.craigslist.org/wst/crg/d/west-hollywood-free-photoshoot-for/7719341036.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://losangeles.craigslist.org/lgb/crg/d/long-beach-high-cholesterol-studies/7719304268.html
Videographer / DP - students welcome,"QR Code Link to This Post



Hi guys and gals,

I need a reliable, local (Westside ) shooter with DSLR, or Cinema Camera, gimbal, drone, monitor, wireless lavs, who can help me shoot an event next week and some documentary footage. 

I'm boot strapping the documentary at the moment so need lower rates, but can pay competitive for other gigs like the event next week.

Please be more than just a videographer - a DP -- have an eye for cinematic lighting and shooting on the fly like news cameramen. 

If you can edit even better. 

Send a reel, rates, don't bother with a resume just share something cool about yourself that makes you unique.

Thanks!",https://losangeles.craigslist.org/wst/crg/d/santa-monica-videographer-dp-students/7719259648.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://losangeles.craigslist.org/sgv/crg/d/whittier-high-cholesterol-studies/7719235049.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://losangeles.craigslist.org/wst/crg/d/los-angeles-high-cholesterol-studies/7719211139.html
LOOKING FOR SOCIAL MEDIA ASSISTANT,"QR Code Link to This Post


Home Services company 
Looking for social media assistant 
if you have more then 1000 friends on
Face book 
If have more then 10000 followers on 
Instagram 
We need you to share with them 
Our product and services 
you will get paid for each sharing
for more info email link to your face book and instagram page to see if it’s active . 
Email your name , email , phone number  .",https://losangeles.craigslist.org/lac/crg/d/los-angeles-looking-for-social-media/7719209113.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://evansville.craigslist.org/crg/d/evansville-high-cholesterol-studies/7719385685.html
High Cholesterol Studies,"QR Code Link to This Post


 High Cholesterol Study research study participants needed
-Over the age of 18
-On a Statin
-History of a major ASVD event

 Sign Up Now

SIGN UP by clicking below!

Click to Learn More",https://cincinnati.craigslist.org/crg/d/addyston-high-cholesterol-studies/7719334532.html
EXPIERENCED Lifeline Field Reps Earn up to $29.25 per activation,"QR Code Link to This Post


We are looking for Experienced Field Agents to give away Free Government Phones.

We are a New Company to the area and paying excellent weekly pay!!

Pay week is Monday thru Sunday and you get paid the next Wednesday!

Pay is based on a point system with the opportunity to earn $29.25 per activation.

We will be giving away 6.8-inch Vortex Phones with case!! Unlimited Talk, Text, Data, 2 Cameras and a Case

Qualifications:
Experience in the Lifeline Field Agent (Verified)
Clean Criminal Background Check past 7 years
Strive to provide the best customer service to your customers.
Able to find places to set up to give away phones!!

To start the Onboarding process, you must send email to receive a JotForm for Onboarding.
We then will contact you for a phone interview.
We also will conduct a face-to-face interview. (Individually or with a Group)
We then send the onboarding information in, and this takes usually 3 to 5 days to complete and the training.
Once complete we will have a Group Training and Questions and Answers.

We are only hiring the Best of the Best for Indy and the Surrounding areas.

So, if interested please respond with your name, email and phone number and we will send out the onboarding JotForm to schedule a phone interview.

We have been in the Area now for over 4 years with over 10 years' experience in multiple states.

We look forward to hearing back from you.",https://indianapolis.craigslist.org/crg/d/indianapolis-expierenced-lifeline-field/7719174536.html
Looking For Production Team To Shoot Music Videos,"QR Code Link to This Post


Hello! 

I hope all is well. I'm looking to shoot 5 music videos with a budget of $6,000. 

Some of the music video ideas we have are fairly simple. Others I have rough templates, but not sure if doable within budget. 

Looking for someone to help produce or if you have a team you regularly work with. 

This is an indie band and an indie budget, so if you're looking to build a portfolio, great! 

Please send links to stuff to check out",https://losangeles.craigslist.org/lac/crg/d/los-angeles-looking-for-production-team/7719464864.html
